City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,palladam,10.9833,77.3,26.11,83,76,8.28,IN,1694280891
362,tanumah,27.1,44.1333,34.7,11,3,3.9,SA,1694280891
363,rouyn-noranda,48.2398,-79.0288,17.05,48,20,1.54,CA,1694280724
364,smirnovo,54.5125,69.4222,14.77,57,85,5.78,KZ,1694280892
365,al kharijah,25.4514,30.5464,34.68,18,5,5.14,EG,1694280892
366,mawu,29.5923,107.3139,24.76,71,20,1.66,CN,1694280892
367,zouerate,22.7187,-12.4521,39.29,19,65,4.5,MR,1694280892
368,st. paul,44.9444,-93.0933,25.06,55,0,5.14,US,1694280637
369,san juan de los morros,9.9115,-67.3538,29.0,69,20,2.36,VE,1694280893
370,at taj,24.2049,23.2857,34.08,18,0,5.75,LY,1694280893
371,alvaraes,-3.2208,-64.8042,34.93,27,75,1.7,BR,1694280893
372,sidney,-33.8679,151.2073,9.84,65,6,4.12,AU,1694280730
373,ta`u,-14.2336,-169.5144,26.42,77,89,3.53,AS,1694280893
374,strezhevoy,60.7333,77.5889,11.65,64,68,1.34,RU,1694280894
375,manta,-0.95,-80.7333,30.88,66,40,4.63,EC,1694280894
376,tual,-5.6667,132.75,25.6,88,100,6.95,ID,1694280894
377,betare oya,5.6,14.0833,20.88,92,95,1.25,CM,1694280894
378,tonghae,37.5439,129.1069,19.76,78,33,1.64,KR,1694280895
379,mandal,25.45,74.5667,26.03,80,96,4.84,IN,1694280895
380,bandar lampung,-5.4254,105.258,23.16,86,45,2.62,ID,1694280895
381,sault ste. marie,46.5168,-84.3333,19.31,63,20,4.12,CA,1694280661
382,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,6.69,EC,1694280609
383,nema,57.5067,50.5011,11.64,78,7,4.0,RU,1694280896
384,mar del plata,-38.0023,-57.5575,20.01,37,0,7.72,AR,1694280875
385,samsun,41.25,36.3333,18.42,82,40,1.03,TR,1694280896
386,tralee,52.2704,-9.7026,22.14,83,40,2.57,IE,1694280896
387,yaren,-0.5472,166.916,28.68,68,85,2.73,NR,1694280896
388,ribeira brava,32.65,-17.0667,25.0,75,40,4.09,PT,1694280897
389,sivas,39.7916,37.0019,14.35,58,0,4.63,TR,1694280897
390,myeik,12.4333,98.6,25.49,91,99,3.64,MM,1694280897
391,beeville,28.4008,-97.7483,34.79,43,0,3.6,US,1694280897
392,sandnessjoen,66.0217,12.6316,20.29,85,71,6.53,NO,1694280897
393,polyarnyy,69.1989,33.4478,15.09,89,88,5.05,RU,1694280898
394,tomatlan,19.9333,-105.25,34.07,56,6,2.64,MX,1694280898
395,namibe,-15.1961,12.1522,17.77,84,35,6.15,AO,1694280899
396,matias barbosa,-21.8692,-43.3194,29.94,29,2,2.95,BR,1694280900
397,ghanzi,-21.5667,21.7833,25.25,14,0,3.85,BW,1694280900
398,pathein,16.7833,94.7333,26.03,92,100,3.82,MM,1694280900
399,kharkhorin,47.1975,102.8238,8.04,93,30,2.79,MN,1694280900
400,fort frances,48.5999,-93.4003,21.76,65,0,4.63,CA,1694280901
401,tangermunde,52.5446,11.9765,26.64,47,38,2.56,DE,1694280901
402,laizhou,37.1717,119.9214,20.37,92,88,2.28,CN,1694280901
403,vila franca do campo,37.7167,-25.4333,22.23,68,82,3.24,PT,1694280901
404,saint-joseph,-21.3667,55.6167,22.21,74,24,4.68,RE,1694280880
405,tyukhtet,56.5389,89.3011,3.96,88,12,1.03,RU,1694280902
406,jiayuguan,39.8167,98.3,19.41,25,94,3.8,CN,1694280902
407,kalnibolotskaya,46.0058,40.4568,12.04,41,86,4.71,RU,1694280903
408,newman,37.3138,-121.0208,24.19,22,8,0.79,US,1694280903
409,vernon,50.2581,-119.2691,24.02,41,4,0.51,CA,1694280749
410,mount gambier,-37.8333,140.7667,9.52,93,98,1.52,AU,1694280645
411,kalaleh,37.3807,55.4916,26.78,61,20,2.06,IR,1694280904
412,ancud,-41.8697,-73.8203,10.64,80,44,7.56,CL,1694280756
413,bowen,-20.0167,148.2333,18.6,98,55,2.12,AU,1694280904
414,sao jose da coroa grande,-8.8978,-35.1478,24.98,79,78,5.58,BR,1694280904
415,leh,34.1667,77.5833,15.82,32,46,1.54,IN,1694280905
416,nyagan,62.1406,65.3936,11.9,91,57,1.91,RU,1694280905
417,arkhangel'sk,64.5401,40.5433,10.74,82,3,2.08,RU,1694280905
418,agat village,13.3886,144.6585,26.52,94,0,2.57,GU,1694280906
419,bardai,11.65,7.2333,24.62,81,98,4.34,NG,1694280906
420,kabompo,-13.5927,24.2008,22.86,17,51,2.56,ZM,1694280906
421,hirara,24.8,125.2833,25.92,88,20,3.6,JP,1694280906
422,ocho rios,18.4025,-77.1048,31.56,72,5,7.54,JM,1694280907
423,bambui,-20.0064,-45.9769,31.25,16,1,2.32,BR,1694280775
424,tamanrasset,22.785,5.5228,30.95,23,40,2.57,DZ,1694280908
425,tamandare,-8.7597,-35.1047,24.93,80,74,5.41,BR,1694280908
426,yiyang,28.5892,112.3283,26.62,74,21,0.44,CN,1694280908
427,revda,56.801,59.9303,11.84,70,78,4.99,RU,1694280909
428,idfu,24.9803,32.8747,37.43,12,4,6.32,EG,1694280909
429,ntoum,0.3833,9.7833,25.87,77,96,2.41,GA,1694280909
430,salinopolis,-0.6136,-47.3561,27.7,78,50,9.53,BR,1694280909
431,iguatemi,-23.6803,-54.5611,26.04,68,90,2.89,BR,1694280909
432,khanty-mansiysk,61.0042,69.0019,10.06,87,32,0.0,RU,1694280692
433,tabalah,19.95,42.4,34.58,14,28,4.42,SA,1694280910
434,freetown,8.484,-13.2299,26.64,81,96,5.18,SL,1694280910
435,nagqu,31.5,92.0,4.46,94,100,1.76,CN,1694280910
436,turpan,42.9333,89.1667,30.22,19,9,4.89,CN,1694280911
437,geraldton,-28.7667,114.6,11.23,93,3,3.6,AU,1694280911
438,sola,-13.8833,167.55,24.62,77,51,6.98,VU,1694280911
439,shira,54.4911,89.9531,7.47,91,67,1.38,RU,1694280911
440,pekan,3.4836,103.3996,25.06,97,72,1.34,MY,1694280911
441,adrar,20.5022,-10.0711,41.7,12,5,2.04,MR,1694280912
442,bubaque,11.2833,-15.8333,26.02,88,100,1.11,GW,1694280912
443,minas de marcona,-15.2119,-75.1103,24.31,39,0,1.87,PE,1694280912
444,aykhal,66.0,111.5,-1.46,77,83,1.94,RU,1694280912
445,salahonda,2.1019,-78.7217,26.76,80,99,7.4,CO,1694280912
446,juneau,58.3019,-134.4197,12.45,98,100,3.09,US,1694280784
447,tofol,5.3248,163.0078,28.48,73,9,3.66,FM,1694280913
448,broken hill,-31.95,141.4333,8.1,55,0,2.66,AU,1694280686
449,labytnangi,66.6572,66.4183,8.72,89,66,2.39,RU,1694280913
450,mutuali,-14.8706,37.0044,26.87,32,31,1.88,MZ,1694280913
451,gwarzo,11.9152,7.9346,28.02,63,98,5.29,NG,1694280914
452,qingquan,30.4511,115.2559,24.91,84,0,1.61,CN,1694280914
453,port saint john's,-31.6229,29.5448,26.39,40,14,5.66,ZA,1694280914
454,port blair,11.6667,92.75,28.02,83,75,3.6,IN,1694280915
455,zangilan,39.0883,46.6512,18.8,89,98,0.78,AZ,1694280915
456,barra de santo antonio,-9.4047,-35.5072,27.6,76,84,4.24,BR,1694280915
457,nova sintra,14.8667,-24.7167,23.18,80,88,2.42,CV,1694280915
458,la cruz,23.9167,-106.9,32.74,61,1,3.05,MX,1694280915
459,susuman,62.7833,148.1667,3.54,99,100,0.93,RU,1694280916
460,bhamo,24.2667,97.2333,24.9,93,89,0.67,MM,1694280916
461,sungai penuh,-2.0833,101.3833,18.72,98,73,0.79,ID,1694280886
462,huanan,46.2167,130.5167,10.87,87,83,1.23,CN,1694280916
463,churapcha,62.0025,132.4325,1.59,98,100,2.26,RU,1694280917
464,lac-brome,45.2168,-72.5158,22.73,73,83,0.45,CA,1694280699
465,turkmenbasy,40.0222,52.9552,22.43,60,0,6.17,TM,1694280917
466,haiku-pauwela,20.9219,-156.3051,24.47,83,40,6.17,US,1694280917
467,robore,-18.3333,-59.75,36.11,29,23,2.63,BO,1694280917
468,bandarban,22.1965,92.2262,28.84,99,72,0.71,BD,1694280918
469,guanare,9.0418,-69.7421,30.44,67,41,2.07,VE,1694280918
470,deir ez-zor,35.3359,40.1408,33.46,19,0,8.15,SY,1694280918
471,arraias,-12.9288,-46.9437,34.34,16,3,2.86,BR,1694280918
472,san luis,-33.295,-66.3356,21.96,24,27,9.35,AR,1694280902
473,samraong,12.4526,105.5873,24.82,99,100,2.11,KH,1694280919
474,vadso,70.0744,29.7487,18.49,77,57,3.09,NO,1694280919
475,lincoln city,44.9582,-124.0179,20.48,90,0,3.56,US,1694280919
476,kayangel,8.0823,134.7173,28.25,77,100,6.68,PW,1694280919
477,mastic beach,40.7668,-72.8521,29.58,83,75,3.6,US,1694280737
478,galle,6.0367,80.217,25.78,88,57,3.23,LK,1694280920
479,bayanhongor,46.7167,100.1167,4.19,80,1,1.55,MN,1694280920
480,nova vicosa,-17.8919,-39.3719,27.6,50,72,3.64,BR,1694280920
481,batalha,-9.6778,-37.1247,31.96,31,5,7.73,BR,1694280920
482,ocean shores,46.9737,-124.1563,20.21,73,0,2.06,US,1694280920
483,hami,42.8,93.45,24.19,25,11,5.23,CN,1694280921
484,wuhai,39.6647,106.8122,21.37,41,0,1.27,CN,1694280921
485,temiskaming shores,47.4938,-79.7153,16.89,32,0,1.01,CA,1694280921
486,santo antonio do ica,-3.1022,-67.9397,31.71,56,60,0.75,BR,1694280921
487,buka,40.8108,69.1986,23.02,34,78,4.04,UZ,1694280921
488,piti village,13.4626,144.6933,26.49,94,0,2.57,GU,1694280922
489,charters towers,-20.1,146.2667,17.3,94,2,3.07,AU,1694280922
490,hasaki,35.7333,140.8333,24.05,91,3,4.08,JP,1694280922
491,vilyuysk,63.7553,121.6247,1.99,98,100,3.63,RU,1694280922
492,anloga,5.7947,0.8973,24.92,87,96,3.92,GH,1694280922
493,thomson,33.4707,-82.5046,30.92,62,40,2.57,US,1694280923
494,umm kaddadah,13.6017,26.6876,35.29,30,37,4.86,SD,1694280923
495,isiro,2.7739,27.616,20.53,96,80,1.32,CD,1694280923
496,bel ombre,-4.6167,55.4167,26.91,83,75,8.23,SC,1694280923
497,ulladulla,-35.35,150.4667,6.71,71,4,2.48,AU,1694280923
498,cooper's town,26.8667,-77.5167,28.97,65,23,1.56,BS,1694280924
499,magadan,59.5667,150.8,2.52,89,84,2.86,RU,1694280924
500,pangkalanbuun,-2.6833,111.6167,23.19,89,85,1.01,ID,1694280924
501,isla mujeres,21.2311,-86.731,32.03,76,5,3.19,MX,1694280924
502,vanino,49.0869,140.2543,10.38,95,60,1.57,RU,1694280925
503,ghat,24.9647,10.1728,32.37,17,0,5.01,LY,1694280925
504,san juan,-31.5375,-68.5364,29.84,8,38,13.1,AR,1694280825
505,shimoda,34.6667,138.95,23.95,88,36,1.97,JP,1694280925
506,laojunmiao,39.8333,97.7333,16.07,27,59,0.9,CN,1694280926
507,guerrero negro,27.9769,-114.0611,23.1,80,24,5.42,MX,1694280926
508,diapaga,12.0708,1.7889,28.29,71,65,1.59,BF,1694280926
509,morant bay,17.8815,-76.4093,33.79,45,2,3.38,JM,1694280927
510,litochoro,40.1006,22.4978,20.38,66,39,2.61,GR,1694280927
511,baruun-urt,46.6806,113.2792,16.94,35,93,0.98,MN,1694280927
512,kovdor,67.5662,30.4758,18.94,68,93,4.92,RU,1694280927
513,newport,51.5877,-2.9984,28.99,78,58,1.42,GB,1694280928
514,kolonia,50.9333,6.95,29.34,52,0,1.54,DE,1694280757
515,las khorey,11.1595,48.1967,33.04,58,60,3.2,SO,1694280928
516,mancora,-4.1078,-81.0475,26.07,59,31,5.75,PE,1694280928
517,garden city,42.3256,-83.331,21.78,66,75,2.06,US,1694280672
518,qarayeri,40.7886,46.3066,22.49,64,75,4.12,AZ,1694280929
519,mogocha,53.7333,119.7667,2.59,94,4,1.21,RU,1694280929
520,zheleznogorsk-ilimskiy,56.5768,104.1217,5.27,96,100,1.49,RU,1694280929
521,mae ramat,16.984,98.5166,23.39,99,100,0.45,TH,1694280930
522,walvis bay,-22.9575,14.5053,13.94,81,77,1.99,NA,1694280931
523,la'ie,21.6477,-157.9253,27.98,78,98,2.24,US,1694280931
524,krutinka,56.0055,71.5113,13.66,64,100,4.78,RU,1694280931
525,nieuw amsterdam,5.8833,-55.0833,35.09,43,20,1.54,SR,1694280932
526,san fernando de monte cristi,19.8667,-71.65,31.25,66,5,8.54,DO,1694280932
527,bereznik,62.8551,42.7072,10.93,89,3,0.55,RU,1694280932
528,puerto san jose,13.9256,-90.8244,28.88,71,96,0.72,GT,1694280668
529,la rinconada,37.4873,-5.9826,29.1,52,20,5.14,ES,1694280932
530,gebeit,21.0667,36.3167,34.29,23,5,2.42,SD,1694280933
531,maceio,-9.6658,-35.7353,27.69,65,75,5.66,BR,1694280933
532,santa elena de uairen,4.6167,-61.1333,25.88,66,54,3.32,VE,1694280933
533,bamboo flat,11.7,92.7167,28.05,83,75,3.6,IN,1694280933
534,selkirk,50.1436,-96.8845,22.27,59,88,1.34,CA,1694280934
535,sanctuary point,-35.1114,150.629,9.3,81,2,1.86,AU,1694280934
536,malvan,16.0667,73.4667,27.63,83,99,6.11,IN,1694280935
537,grand-bassam,5.2118,-3.7388,26.98,87,100,1.8,CI,1694280935
538,surigao,9.7839,125.4889,25.97,85,71,1.28,PH,1694280936
539,tot'ma,59.9747,42.7642,13.69,78,82,1.75,RU,1694280936
540,copiapo,-27.3667,-70.3333,21.83,16,100,2.59,CL,1694280751
541,bela vista,-22.1089,-56.5211,34.33,40,60,1.12,BR,1694280937
542,tanjungbalai,2.9667,99.8,23.79,91,81,1.4,ID,1694280937
543,champerico,14.3,-91.9167,32.3,53,86,2.93,GT,1694280938
544,hastings,50.8552,0.5729,25.74,76,11,1.29,GB,1694280807
545,mata-utu,-13.2816,-176.1745,26.46,79,100,5.27,WF,1694280938
546,balaklava,44.5,33.6,22.43,29,37,5.82,UA,1694280939
547,canals,38.9625,-0.5844,27.34,63,37,0.45,ES,1694280939
548,severobaykal'sk,55.65,109.3167,6.62,91,100,1.75,RU,1694280939
549,domna,51.8971,113.1573,5.09,93,88,1.0,RU,1694280939
550,chibougamau,49.9168,-74.3659,16.79,59,75,4.63,CA,1694280740
551,colares,38.7992,-9.4469,24.63,75,20,12.52,PT,1694280940
552,hadibu,12.65,54.0333,27.13,77,47,7.68,YE,1694280940
553,kill devil hills,36.0307,-75.676,30.0,76,40,6.69,US,1694280722
554,rongelap,11.1635,166.8941,28.19,78,90,5.1,MH,1694280940
555,huarmey,-10.0681,-78.1522,22.5,67,75,4.64,PE,1694280941
556,klaksvik,62.2266,-6.589,11.51,80,33,8.26,FO,1694280941
557,kavaratti,10.5669,72.642,27.54,81,79,6.47,IN,1694280941
558,cadiz,36.5,-5.75,25.68,56,22,2.3,ES,1694280867
559,gaspe,48.8334,-64.4819,26.12,65,75,3.09,CA,1694280941
560,kukes,42.0769,20.4219,21.12,30,7,2.5,AL,1694280942
561,nabire,-3.3667,135.4833,25.36,86,100,1.17,ID,1694280942
